nohup: ignoring input
17.680349096360516 17.71407203396259 1.4418292367487167
85.47564608184491 10000 1.4418292367487167
14.314535556583508 15.455601432778524 0.5115672849386155
78.30443388981554 10001 0.5115672849386155
12.065908527802836 14.228153659517169 1.174406517245925
78.50557592507676 10002 1.174406517245925
8.485260978932681 12.527206685730333 0.4739121980244867
80.59734909655897 10003 0.4739121980244867
16.93428896759825 15.06483971274692 1.2717086040986036
85.56177180853078 10004 1.2717086040986036
7.960259895169682 11.666842731847881 1.6781932228276724
77.75120180833363 10005 1.6781932228276724
10.780776338718066 15.768467977749587 0.6926240771975356
78.71784711649431 10006 0.6926240771975356
8.375346912182255 13.218681069247378 0.46265142953748706
77.2386178287272 10007 0.46265142953748706
7.756786625491877 15.391668482148512 1.4886205102647905
-93081.54203035083 10008 1.4886205102647905
12.435677021999226 15.499085341564223 1.0457474312192037
90.5436456680841 10008 1.0457474312192037
16.974515342237993 11.413639440982738 0.9456491804777023
88.20179824229389 10009 0.9456491804777023
12.945649552894116 10.543713659842672 1.6074205902209309
77.5649335690925 10010 1.6074205902209309
17.72514388393705 13.15602884688564 0.7905976183154787
90.57744032296465 10011 0.7905976183154787
13.844332968428187 15.744105879302477 0.5601239554530696
85.47952827323648 10012 0.5601239554530696
9.155234245001827 7.783659152055277 0.7032754894624321
74.06355260559573 10013 0.7032754894624321
15.715926492803927 13.102732596880877 1.5757823395348558
89.27821461488027 10014 1.5757823395348558
12.885620126487133 8.04411757547406 1.2803428278971372
90.85360538334149 10015 1.2803428278971372
8.552613041707282 11.640533744252213 1.449072706926833
76.87110186796963 10016 1.449072706926833
11.911595624623123 16.365486592255387 1.1729081497577252
80.91270790933979 10017 1.1729081497577252
8.28870890498331 12.696722776875852 0.16333659304054177
82.48348137991111 10018 0.16333659304054177
12.563915178163374 11.778424385983646 1.5673797917480412
80.4077238143071 10019 1.5673797917480412
15.343919102935443 9.37213611525247 1.4374637855779944
73.9129166624927 10020 1.4374637855779944
14.728960922889545 11.136637563123024 1.1516430751328088
90.44462088672952 10021 1.1516430751328088
17.14016185924321 12.473595951496762 0.4652744671453011
73.04207204072073 10022 0.4652744671453011
14.870867260415594 13.212106366312355 0.8336803394666749
89.31016527459683 10023 0.8336803394666749
8.343239939185695 16.955609997135888 0.5350589197161614
-50544024.40767613 10024 0.5350589197161614
7.4304403228519 17.57433009976141 1.344036895825274
-68090755731.439674 10024 1.344036895825274
15.596692843382353 11.066024217485833 1.5118820806356459
75.5440047217578 10024 1.5118820806356459
14.268255531929873 8.039692749007816 0.7195190595883064
78.02892318151854 10025 0.7195190595883064
10.518103589606445 9.383276297016204 1.187596879168643
84.34991002311114 10026 1.187596879168643
9.5559555748397 17.37993073236948 0.3702904350106896
69.17982859969611 10027 0.3702904350106896
14.927056223378658 13.25545237536737 1.4781181930848353
85.095528201988 10028 1.4781181930848353
9.634568763637853 10.035942687391174 0.8419818742680866
77.4236027508327 10029 0.8419818742680866
11.51624710181776 12.953329445571473 1.8223127136596016
75.63657779337387 10030 1.8223127136596016
15.776762552815816 9.501637546766753 1.0488393571062857
71.48581475890384 10031 1.0488393571062857
16.680196412392505 17.023824172027396 0.7474640374463731
86.09943533368211 10032 0.7474640374463731
13.256558554727627 11.626885725031684 0.9323232346233228
88.40390375830114 10033 0.9323232346233228
10.424986206662755 15.353694868073067 0.7675969101997667
72.81279885777006 10034 0.7675969101997667
11.705490271314545 9.256527980384238 0.3419483791745449
83.3123067675651 10035 0.3419483791745449
8.08331518655979 16.311870632927874 1.1751222734693936
73.26110141408917 10036 1.1751222734693936
14.28270818082465 10.766092925984164 0.11206170627420979
81.0810553871275 10037 0.11206170627420979
11.785531424519357 17.653837669231034 0.19837567783632465
74.83768338524197 10038 0.19837567783632465
7.723366284972566 12.918712397794893 1.864612390204822
83.90735193856973 10039 1.864612390204822
15.463897025298527 13.862442317149052 1.3193819338831083
83.55105929683029 10040 1.3193819338831083
10.857490481262342 17.894681982675138 0.6178936627608157
75.53192713383069 10041 0.6178936627608157
14.699817658266468 15.881539942422476 0.9620898941635374
81.03011402321012 10042 0.9620898941635374
7.899977604071683 15.13544229311108 0.10071214227142951
90.23730512203261 10043 0.10071214227142951
15.214619004743803 15.375312959297855 0.2613798606974618
73.2346694066505 10044 0.2613798606974618
12.718796272346307 13.215748075474531 1.322677756525531
76.20692199846629 10045 1.322677756525531
12.030549726272154 8.122459651931827 1.2355667654195892
73.63515735511172 10046 1.2355667654195892
7.6372512660058485 13.254694429454887 1.0165435815677546
88.57740790623824 10047 1.0165435815677546
8.915155317980286 12.713128005880222 1.2566382872641155
88.9997857667537 10048 1.2566382872641155
9.573329793898122 17.55052935330336 0.9646960042653665
79.69963941988271 10049 0.9646960042653665
14.461686658441032 16.655283008840758 1.6588261832635454
82.0661480512909 10050 1.6588261832635454
10.25171923741874 9.790653972649519 0.30982300717218336
86.84191446556179 10051 0.30982300717218336
8.884442653544966 7.873082233596966 1.119310112126031
88.25622546561982 10052 1.119310112126031
12.531852244729794 7.844238337045609 0.8434817432076743
